sentence,entity1,entity1_label,entity2,entity2_label,relation
"It is a rule , however , that the chief ’s plots , especially those of an influential chief of high rank , are always gardened by communal labour , and this latter is also used with regard to certain privileged plots , on which , in a given year , the garden magic is performed first , and with the greatest display .",chief,PERSON,a given year,DATE,
The communal labour used in canoe - building is obviously of the kabutu type .,canoe - building,LOC,,,
"In having a canoe made , the chief is able to summon big numbers of the inhabitants of a whole district , the headman of an important village receives the assistance of headman whole community , whereas a man of small importance , such as one of the smaller headmen of Sinaketa or Vakuta , would have to rely on headman fellow villagers and relations - in - law .",chief,PERSON,Sinaketa,PERSON,
"In having a canoe made , the chief is able to summon big numbers of the inhabitants of a whole district , the headman of an important village receives the assistance of headman whole community , whereas a man of small importance , such as one of the smaller headmen of Sinaketa or Vakuta , would have to rely on headman fellow villagers and relations - in - law .",chief,PERSON,Vakuta,GPE,
"In having a canoe made , the chief is able to summon big numbers of the inhabitants of a whole district , the headman of an important village receives the assistance of headman whole community , whereas a man of small importance , such as one of the smaller headmen of Sinaketa or Vakuta , would have to rely on headman fellow villagers and relations - in - law .",Sinaketa,PERSON,Vakuta,GPE,
"In olden days , a meal of Pigs , an abundance of betel - nut and coco - nut and sugar cane would have made a veritable feast for the natives .",Pigs,ORG,,,
Another point of importance from the economic aspect is the payment given by the chief to the builder of the canoe .,chief,PERSON,canoe,FAC,
"The canoe of Omarakana was made , as we saw , for To’uluwa by a specialist from Kitava , who was well paid with a quantity of food , pigs and vaygua ( native valuables ) .",Omarakana,PERSON,To’uluwa,ORG,
"The canoe of Omarakana was made , as we saw , for To’uluwa by a specialist from Kitava , who was well paid with a quantity of food , pigs and vaygua ( native valuables ) .",Omarakana,PERSON,Kitava,LOCATION,
"The canoe of Omarakana was made , as we saw , for To’uluwa by a specialist from Kitava , who was well paid with a quantity of food , pigs and vaygua ( native valuables ) .",To’uluwa,ORG,Kitava,LOCATION,
"Nowadays , when the power of the chiefs is broken , when chiefs have much less wealth than formerly to back up chiefs position , and can not use even the little force chiefs ever did and when the general breaking up of custom has undermined the traditional deference and loyalty of chiefs subjects , the production of canoes and other forms of wealth by the specialist for the chief is only a vestige of what vestige once was .",chief,PERSON,,,
"In olden days vestige was , economically , one of the most important features of the Trobriand tribal life .",olden days,DATE,Trobriand,ORG,
"In the construction of the canoe , Which a chief in olden days would never build chief , we meet with an example of this .",chief,PERSON,olden days,DATE,
"In the construction of the canoe , Which a chief in olden days would never build chief , we meet with an example of this .",chief,PERSON,chief,PERSON,
"In the construction of the canoe , Which a chief in olden days would never build chief , we meet with an example of this .",olden days,DATE,chief,PERSON,
"Here it will be enough to say that whenever a canoe is built for a chief or headman by a builder , this has to be paid for by an initial gift of food .",canoe,ORG,chief,PERSON,
"Then , as long as the man is at work , provisional gifts of food are given man .",gifts,OBJECT,,,
"If man lives away from home , like the Kitavan builder on the beach of Omarakana , man is fed by the toliwaga and supplied with dainties such as coco - nut , betel - nut , pigs ’ flesh , fish and fruits .",Kitavan,PERSON,Omarakana,GPE,
"If man lives away from home , like the Kitavan builder on the beach of Omarakana , man is fed by the toliwaga and supplied with dainties such as coco - nut , betel - nut , pigs ’ flesh , fish and fruits .",Kitavan,PERSON,fed,ORG,
"If man lives away from home , like the Kitavan builder on the beach of Omarakana , man is fed by the toliwaga and supplied with dainties such as coco - nut , betel - nut , pigs ’ flesh , fish and fruits .",Kitavan,PERSON,toliwaga,PERSON,
"If man lives away from home , like the Kitavan builder on the beach of Omarakana , man is fed by the toliwaga and supplied with dainties such as coco - nut , betel - nut , pigs ’ flesh , fish and fruits .",Omarakana,GPE,fed,ORG,
"If man lives away from home , like the Kitavan builder on the beach of Omarakana , man is fed by the toliwaga and supplied with dainties such as coco - nut , betel - nut , pigs ’ flesh , fish and fruits .",Omarakana,GPE,toliwaga,PERSON,
"If man lives away from home , like the Kitavan builder on the beach of Omarakana , man is fed by the toliwaga and supplied with dainties such as coco - nut , betel - nut , pigs ’ flesh , fish and fruits .",fed,ORG,toliwaga,PERSON,
"When man works in man own home , the toliwaga will bring man choice food at frequent intervals , inspecting , as man does so , the progress of the work .",toliwaga,PERSON,,,
"After the canoe is finished , a substantial gift is given to the master - builder during the ceremonial distribution of food .",canoe,ORG,,,
"The proper amount would be a few hundred basketfuls of yams , a pig or two , bunches of betel - nut , and a great number of coco - nuts ; also , a large stone blade or a pig , or a belt of red shell discs , and some smaller vaygua of the non - Kula type .",Kula,EVENT,,,
"In Vakuta , where chieftainship is not very distinct , and the difference in wealth less great , a toliwaga also has to feed the workers during the time of hollowing out , preparing , and building a canoe .",Vakuta,GPE,toliwaga,PERSON,
"After the launching and trial run , this builder gives a rope , symbol of the canoe , to pig wife , who , blowing the conch shell , presents the rope to the toliwaga .",canoe,ORG,toliwaga,PERSON,
"Next day , a considerable present of food , known as yomelu , is given by the chief , and then at the next harvest , another fifty or sixty basketfuls of yams as karibudaboda or closing up gift .",Next day,DATE,chief,PERSON,
"I have chosen the data from two concrete cases , one noted in Kiriwina , the other in Vakuta — that is , in the district where the chief ’s power is greatest , and in that where there never has been more than a rudimentary distance in rank and wealth between chief and commoner .",Kiriwina,LOCATION,Vakuta,GPE,
